Modo de Envio,Segmento,Cidade,Estado,Código Postal,Região,Categoria,Subcategoria,Vendas,Quantidade,Desconto,Lucro
Classe Padrão,Home Office,Pasadena,Texas,77506,Central,Itens de Escritório,Envelopes,27.968,4,0.2,9.4392
Classe Padrão,Home Office,Pasadena,Texas,77506,Central,Técnologia,Máquinas,336.51,3,0.4,44.868
Mesmo Dia,Consumidor,Houston,Texas,77041,Central,Itens de Escritório,Ficharios,1.112,2,0.8,-1.8904
Classe Padrão,Corporativo,Auburn,New York,13021,Leste,Mobílias,Mobiliário,520.05,5,0.0,72.807
Classe Padrão,Corporativo,Auburn,New York,13021,Leste,Itens de Escritório,Arte,17.97,3,0.0,5.2113
Segunda Classe,Home Office,Jacksonville,Florida,32216,Sul,Mobílias,Cadeiras,1166.92,5,0.2,131.2785
Primeira Classe,Consumidor,New York City,New York,10024,Leste,Itens de Escritório,Ficharios,14.624,2,0.2,5.484
Primeira Classe,Consumidor,San Jose,California,95123,Oeste,Itens de Escritório,Fixadores,10.23,3,0.0,4.9104
Primeira Classe,Consumidor,San Jose,California,95123,Oeste,Itens de Escritório,Papel,154.9,5,0.0,69.705
Classe Padrão,Corporativo,Virginia Beach,Virginia,23464,Sul,Itens de Escritório,Ficharios,2715.93,7,0.0,1276.4871
Classe Padrão,Corporativo,Virginia Beach,Virginia,23464,Sul,Técnologia,Telefones,617.97,3,0.0,173.0316
Classe Padrão,Consumidor,Henderson,Kentucky,42420,Sul,Itens de Escritório,Envelopes,10.67,1,0.0,4.9082
Classe Padrão,Consumidor,Henderson,Kentucky,42420,Sul,Itens de Escritório,Armazenamento,36.63,3,0.0,9.8901
Classe Padrão,Consumidor,Henderson,Kentucky,42420,Sul,Mobílias,Mobiliário,24.1,5,0.0,9.158
Classe Padrão,Consumidor,Henderson,Kentucky,42420,Sul,Mobílias,Mobiliário,33.11,7,0.0,12.9129
Classe Padrão,Home Office,Vancouver,Washington,98661,Oeste,Itens de Escritório,Arte,44.02,2,0.0,11.4452
Mesmo Dia,Consumidor,New York City,New York,10024,Leste,Técnologia,Acessórios,2309.65,7,0.0,762.1845
Mesmo Dia,Consumidor,New York City,New York,10024,Leste,Mobílias,Mesas,1090.782,7,0.4,-290.8752
Mesmo Dia,Consumidor,New York City,New York,10024,Leste,Itens de Escritório,Papel,19.44,3,0.0,9.3312
Classe Padrão,Consumidor,Murrieta,California,92563,Oeste,Itens de Escritório,Armazenamento,484.65,3,0.0,92.0835
Classe Padrão,Consumidor,Jacksonville,North Carolina,28540,Sul,Itens de Escritório,Papel,115.296,3,0.2,40.3536
Primeira Classe,Consumidor,Scottsdale,Arizona,85254,Oeste,Itens de Escritório,Envelopes,7.08,3,0.2,2.478
Primeira Classe,Consumidor,Scottsdale,Arizona,85254,Oeste,Itens de Escritório,Ficharios,4.401,3,0.7,-3.5208
Classe Padrão,Consumidor,Burlington,Iowa,52601,Central,Itens de Escritório,Papel,44.75,5,0.0,20.585
Primeira Classe,Consumidor,Chicago,Illinois,60653,Central,Técnologia,Telefones,95.984,2,0.2,5.999
Primeira Classe,Consumidor,San Diego,California,92037,Oeste,Mobílias,Mobiliário,151.72,4,0.0,27.3096
Segunda Classe,Consumidor,Olympia,Washington,98502,Oeste,Mobílias,Mobiliário,155.25,3,0.0,46.575
Segunda Classe,Consumidor,Olympia,Washington,98502,Oeste,Itens de Escritório,Armazenamento,14.03,1,0.0,4.0687
Segunda Classe,Consumidor,Seattle,Washington,98103,Oeste,Mobílias,Mesas,1618.37,13,0.0,356.0414
Segunda Classe,Consumidor,Seattle,Washington,98103,Oeste,Técnologia,Acessórios,99.6,1,0.0,36.852
Segunda Classe,Home Office,Los Angeles,California,90036,Oeste,Itens de Escritório,Papel,32.4,5,0.0,15.552
Classe Padrão,Corporativo,New York City,New York,10011,Leste,Mobílias,Mobiliário,13.96,2,0.0,6.7008
Classe Padrão,Corporativo,New York City,New York,10011,Leste,Mobílias,Mobiliário,155.82,3,0.0,63.8862
Classe Padrão,Corporativo,New York City,New York,10011,Leste,Técnologia,Telefones,124.95,5,0.0,2.499
Classe Padrão,Corporativo,New York City,New York,10011,Leste,Itens de Escritório,Armazenamento,601.65,5,0.0,156.429
Classe Padrão,Consumidor,Washington,District of Columbia,20016,Leste,Itens de Escritório,Arte,22.74,3,0.0,8.8686
Classe Padrão,Consumidor,Washington,District of Columbia,20016,Leste,Mobílias,Cadeiras,1267.53,3,0.0,316.8825
Classe Padrão,Consumidor,Washington,District of Columbia,20016,Leste,Técnologia,Máquinas,1379.92,8,0.0,648.5624
Classe Padrão,Consumidor,Philadelphia,Pennsylvania,19134,Leste,Itens de Escritório,Envelopes,6.208,2,0.2,2.1728
Primeira Classe,Home Office,Los Angeles,California,90045,Oeste,Itens de Escritório,Ficharios,11.808,2,0.2,4.2804
Segunda Classe,Home Office,Springfield,Ohio,45503,Leste,Itens de Escritório,Papel,15.552,3,0.2,5.4432
Segunda Classe,Home Office,Springfield,Ohio,45503,Leste,Itens de Escritório,Papel,63.312,3,0.2,20.5764
Segunda Classe,Home Office,Springfield,Ohio,45503,Leste,Técnologia,Telefones,15.588,2,0.4,-9.8724
Classe Padrão,Corporativo,Hackensack,New Jersey,7601,Leste,Itens de Escritório,Papel,177.2,5,0.0,83.284
Classe Padrão,Corporativo,Hackensack,New Jersey,7601,Leste,Técnologia,Telefones,197.97,3,0.0,57.4113
Classe Padrão,Corporativo,Hackensack,New Jersey,7601,Leste,Mobílias,Cadeiras,854.94,3,0.0,213.735
Classe Padrão,Corporativo,Hackensack,New Jersey,7601,Leste,Mobílias,Mobiliário,124.11,9,0.0,52.1262
Classe Padrão,Corporativo,Hackensack,New Jersey,7601,Leste,Itens de Escritório,Etiquetas,14.4,5,0.0,7.056
Primeira Classe,Consumidor,Cincinnati,Ohio,45231,Leste,Itens de Escritório,Papel,15.696,3,0.2,5.1012
Primeira Classe,Consumidor,Cincinnati,Ohio,45231,Leste,Itens de Escritório,Ficharios,2.628,2,0.7,-1.9272
Primeira Classe,Consumidor,Cincinnati,Ohio,45231,Leste,Itens de Escritório,Ficharios,14.427,3,0.7,-10.5798
Classe Padrão,Home Office,Jefferson City,Missouri,65109,Central,Mobílias,Mobiliário,86.62,2,0.0,8.662
Primeira Classe,Consumidor,Los Angeles,California,90004,Oeste,Itens de Escritório,Ficharios,36.624,3,0.2,13.734
Primeira Classe,Consumidor,Burlington,North Carolina,27217,Sul,Itens de Escritório,Arte,23.968,7,0.2,2.6964
Primeira Classe,Consumidor,Burlington,North Carolina,27217,Sul,Itens de Escritório,Arte,28.728,3,0.2,1.7955
Classe Padrão,Home Office,Saint Peters,Missouri,63376,Central,Mobílias,Mesas,697.16,4,0.0,146.4036
Segunda Classe,Consumidor,New York City,New York,10035,Leste,Técnologia,Acessórios,31.86,2,0.0,11.151
Segunda Classe,Consumidor,New York City,New York,10035,Leste,Mobílias,Estantes,722.352,3,0.2,90.294
Primeira Classe,Corporativo,Chicago,Illinois,60610,Central,Itens de Escritório,Arte,8.84,5,0.2,2.9835
Primeira Classe,Corporativo,Chicago,Illinois,60610,Central,Itens de Escritório,Eletrodomésticos,58.464,9,0.8,-146.16
Classe Padrão,Home Office,Rockford,Illinois,61107,Central,Mobílias,Cadeiras,254.604,14,0.3,-18.186
Classe Padrão,Consumidor,Miami,Florida,33142,Sul,Técnologia,Telefones,1363.96,5,0.2,85.2475
Classe Padrão,Consumidor,Miami,Florida,33142,Sul,Mobílias,Mobiliário,102.36,3,0.2,-3.8385
Segunda Classe,Consumidor,San Francisco,California,94109,Oeste,Técnologia,Telefones,1113.504,12,0.2,125.2692
Segunda Classe,Consumidor,San Francisco,California,94109,Oeste,Técnologia,Acessórios,99.99,1,0.0,37.9962
Primeira Classe,Corporativo,Philadelphia,Pennsylvania,19134,Leste,Mobílias,Mobiliário,168.464,2,0.2,-29.4812
Primeira Classe,Corporativo,Philadelphia,Pennsylvania,19134,Leste,Itens de Escritório,Papel,6.72,2,0.2,2.436
Primeira Classe,Corporativo,Philadelphia,Pennsylvania,19134,Leste,Mobílias,Mobiliário,282.888,9,0.2,56.5776
Classe Padrão,Home Office,New York City,New York,10009,Leste,Itens de Escritório,Arte,11.16,2,0.0,4.3524
Classe Padrão,Home Office,New York City,New York,10009,Leste,Mobílias,Mobiliário,108.4,2,0.0,22.764
Classe Padrão,Home Office,New York City,New York,10009,Leste,Itens de Escritório,Ficharios,82.344,3,0.2,27.7911
Classe Padrão,Home Office,New York City,New York,10009,Leste,Itens de Escritório,Ficharios,9.088,4,0.2,3.2944
Classe Padrão,Corporativo,San Diego,California,92037,Oeste,Itens de Escritório,Ficharios,19.936,4,0.2,7.2268
Classe Padrão,Corporativo,San Diego,California,92037,Oeste,Itens de Escritório,Ficharios,65.568,2,0.2,22.9488
Classe Padrão,Home Office,Philadelphia,Pennsylvania,19143,Leste,Itens de Escritório,Fixadores,4.416,3,0.2,1.6008
Classe Padrão,Consumidor,Houston,Texas,77095,Central,Mobílias,Cadeiras,107.772,2,0.3,-29.2524
Classe Padrão,Corporativo,Toledo,Ohio,43615,Leste,Itens de Escritório,Eletrodomésticos,45.216,3,0.2,4.5216
Classe Padrão,Corporativo,Toledo,Ohio,43615,Leste,Itens de Escritório,Fixadores,10.416,7,0.2,-2.2134
Classe Padrão,Corporativo,Toledo,Ohio,43615,Leste,Itens de Escritório,Arte,7.872,3,0.2,1.2792
Classe Padrão,Corporativo,Toledo,Ohio,43615,Leste,Técnologia,Telefones,118.782,3,0.4,-27.7158
Classe Padrão,Corporativo,Toledo,Ohio,43615,Leste,Itens de Escritório,Fixadores,1.448,1,0.2,0.2353
Classe Padrão,Corporativo,Toledo,Ohio,43615,Leste,Itens de Escritório,Ficharios,55.47,5,0.7,-46.225
Primeira Classe,Consumidor,San Francisco,California,94122,Oeste,Mobílias,Cadeiras,194.848,4,0.2,12.178
Segunda Classe,Consumidor,Brownsville,Texas,78521,Central,Itens de Escritório,Suprimentos,1.744,1,0.2,-0.3488
Classe Padrão,Home Office,Philadelphia,Pennsylvania,19143,Leste,Itens de Escritório,Ficharios,25.176,4,0.7,-18.4624
Classe Padrão,Home Office,Los Angeles,California,90008,Oeste,Itens de Escritório,Arte,19.46,7,0.0,5.0596
Classe Padrão,Home Office,Denver,Colorado,80219,Oeste,Itens de Escritório,Papel,29.472,3,0.2,9.9468
Classe Padrão,Consumidor,New York City,New York,10035,Leste,Itens de Escritório,Ficharios,8.64,2,0.2,3.024
Classe Padrão,Consumidor,Mesa,Arizona,85204,Oeste,Itens de Escritório,Ficharios,6.27,5,0.7,-4.598
Classe Padrão,Consumidor,Mesa,Arizona,85204,Oeste,Itens de Escritório,Ficharios,4.368,7,0.7,-3.3488
Classe Padrão,Consumidor,Mesa,Arizona,85204,Oeste,Técnologia,Acessórios,31.984,2,0.2,1.999
Primeira Classe,Home Office,Columbus,Indiana,47201,Central,Itens de Escritório,Arte,40.88,7,0.0,10.6288
Segunda Classe,Consumidor,Seattle,Washington,98105,Oeste,Itens de Escritório,Eletrodomésticos,119.96,2,0.0,33.5888
Segunda Classe,Consumidor,Seattle,Washington,98105,Oeste,Itens de Escritório,Armazenamento,31.44,3,0.0,8.4888
Segunda Classe,Consumidor,Seattle,Washington,98105,Oeste,Itens de Escritório,Ficharios,6.88,1,0.2,2.322
Classe Padrão,Corporativo,Detroit,Michigan,48227,Central,Itens de Escritório,Papel,19.92,4,0.0,9.3624
Classe Padrão,Corporativo,Detroit,Michigan,48227,Central,Mobílias,Cadeiras,1106.91,9,0.0,121.7601
Classe Padrão,Consumidor,Yonkers,New York,10701,Leste,Mobílias,Mesas,836.592,8,0.4,-264.9208
Classe Padrão,Consumidor,Yonkers,New York,10701,Leste,Itens de Escritório,Papel,26.38,1,0.0,12.1348
Classe Padrão,Consumidor,Yonkers,New York,10701,Leste,Itens de Escritório,Armazenamento,362.92,2,0.0,105.2468
Classe Padrão,Consumidor,Yonkers,New York,10701,Leste,Técnologia,Máquinas,4899.93,7,0.0,2400.9657
Mesmo Dia,Consumidor,Des Moines,Iowa,50315,Central,Itens de Escritório,Papel,6.48,1,0.0,3.1104
Segunda Classe,Corporativo,Oakland,California,94601,Oeste,Técnologia,Telefones,71.976,3,0.2,7.1976
Segunda Classe,Corporativo,Oakland,California,94601,Oeste,Itens de Escritório,Etiquetas,3.15,1,0.0,1.512
Classe Padrão,Corporativo,Monroe,North Carolina,28110,Sul,Mobílias,Mobiliário,31.984,2,0.2,1.999
Classe Padrão,Corporativo,Monroe,North Carolina,28110,Sul,Técnologia,Telefones,71.984,2,0.2,25.1944
Classe Padrão,Consumidor,San Diego,California,92105,Oeste,Itens de Escritório,Arte,120.15,9,0.0,33.642
Classe Padrão,Consumidor,San Diego,California,92105,Oeste,Técnologia,Telefones,219.184,2,0.2,19.1786
Classe Padrão,Home Office,Clinton,Maryland,20735,Leste,Itens de Escritório,Papel,28.9,5,0.0,14.161
Classe Padrão,Home Office,Clinton,Maryland,20735,Leste,Itens de Escritório,Eletrodomésticos,355.96,2,0.0,103.2284
Classe Padrão,Home Office,Charlotte,North Carolina,28205,Sul,Itens de Escritório,Armazenamento,348.208,7,0.2,30.4682
Classe Padrão,Home Office,Charlotte,North Carolina,28205,Sul,Itens de Escritório,Ficharios,35.784,7,0.7,-28.6272
Primeira Classe,Corporativo,Los Angeles,California,90049,Oeste,Mobílias,Mesas,447.84,5,0.2,11.196
Primeira Classe,Home Office,San Francisco,California,94122,Oeste,Itens de Escritório,Arte,7.04,4,0.0,2.0416
Primeira Classe,Home Office,San Francisco,California,94122,Oeste,Mobílias,Mobiliário,8.73,3,0.0,4.1031
Primeira Classe,Home Office,San Francisco,California,94122,Oeste,Técnologia,Acessórios,29.29,1,0.0,9.6657
Primeira Classe,Home Office,San Francisco,California,94122,Oeste,Itens de Escritório,Arte,8.64,3,0.0,2.5056
Classe Padrão,Consumidor,Houston,Texas,77041,Central,Itens de Escritório,Ficharios,2.694,3,0.8,-4.7145
Classe Padrão,Consumidor,Houston,Texas,77041,Central,Itens de Escritório,Ficharios,2.934,3,0.8,-4.9878
Classe Padrão,Consumidor,Riverside,California,92503,Oeste,Itens de Escritório,Papel,22.92,3,0.0,11.2308
Classe Padrão,Consumidor,Houston,Texas,77041,Central,Itens de Escritório,Armazenamento,100.704,6,0.2,-16.3644
Classe Padrão,Consumidor,Houston,Texas,77041,Central,Mobílias,Mobiliário,2.328,2,0.6,-0.7566
Classe Padrão,Consumidor,Houston,Texas,77041,Central,Itens de Escritório,Ficharios,10.78,5,0.8,-17.248
Classe Padrão,Consumidor,Houston,Texas,77041,Central,Itens de Escritório,Fixadores,58.368,12,0.2,21.888
Classe Padrão,Consumidor,Houston,Texas,77041,Central,Itens de Escritório,Envelopes,40.968,3,0.2,13.8267
Classe Padrão,Consumidor,Houston,Texas,77041,Central,Técnologia,Telefones,71.96,5,0.2,25.186
Classe Padrão,Consumidor,Houston,Texas,77041,Central,Itens de Escritório,Papel,10.368,2,0.2,3.6288
Classe Padrão,Consumidor,Houston,Texas,77041,Central,Itens de Escritório,Ficharios,1.192,2,0.8,-2.0264
Segunda Classe,Consumidor,Encinitas,California,92024,Oeste,Itens de Escritório,Ficharios,46.672,2,0.2,16.3352
Segunda Classe,Consumidor,Encinitas,California,92024,Oeste,Mobílias,Estantes,119.833,1,0.15,-12.6882
Segunda Classe,Consumidor,Encinitas,California,92024,Oeste,Técnologia,Acessórios,119.98,2,0.0,57.5904
Segunda Classe,Corporativo,San Francisco,California,94110,Oeste,Itens de Escritório,Etiquetas,6.3,2,0.0,3.024
Classe Padrão,Consumidor,Roswell,Georgia,30076,Sul,Itens de Escritório,Papel,279.9,5,0.0,137.151
Classe Padrão,Consumidor,Roswell,Georgia,30076,Sul,Técnologia,Acessórios,619.95,5,0.0,111.591
Classe Padrão,Consumidor,Roswell,Georgia,30076,Sul,Itens de Escritório,Papel,4.36,2,0.0,2.0492
Classe Padrão,Consumidor,Roswell,Georgia,30076,Sul,Itens de Escritório,Envelopes,15.28,2,0.0,7.4872
Classe Padrão,Consumidor,Jonesboro,Arkansas,72401,Sul,Técnologia,Telefones,699.93,7,0.0,181.9818
Classe Padrão,Consumidor,Jonesboro,Arkansas,72401,Sul,Itens de Escritório,Arte,22.96,7,0.0,6.6584
Classe Padrão,Consumidor,Jonesboro,Arkansas,72401,Sul,Mobílias,Mobiliário,38.6,4,0.0,11.58
Classe Padrão,Consumidor,Jonesboro,Arkansas,72401,Sul,Itens de Escritório,Arte,6.63,3,0.0,1.7901
Classe Padrão,Consumidor,Jonesboro,Arkansas,72401,Sul,Itens de Escritório,Envelopes,23.34,3,0.0,10.9698
Classe Padrão,Consumidor,Jonesboro,Arkansas,72401,Sul,Mobílias,Cadeiras,1067.94,3,0.0,224.2674
Classe Padrão,Home Office,Richmond,Indiana,47374,Central,Itens de Escritório,Arte,10.16,1,0.0,2.6416
Classe Padrão,Home Office,Richmond,Indiana,47374,Central,Itens de Escritório,Envelopes,101.88,6,0.0,50.94
Classe Padrão,Consumidor,Springfield,Virginia,22153,Sul,Mobílias,Mesas,343.92,4,0.0,75.6624
Classe Padrão,Consumidor,Springfield,Virginia,22153,Sul,Itens de Escritório,Papel,40.99,1,0.0,20.0851
Classe Padrão,Consumidor,Springfield,Virginia,22153,Sul,Itens de Escritório,Envelopes,63.9,5,0.0,28.755
Primeira Classe,Corporativo,Antioch,California,94509,Oeste,Itens de Escritório,Papel,19.44,3,0.0,9.3312
Classe Padrão,Home Office,Philadelphia,Pennsylvania,19134,Leste,Itens de Escritório,Armazenamento,124.608,4,0.2,-23.364
Classe Padrão,Home Office,Philadelphia,Pennsylvania,19134,Leste,Itens de Escritório,Etiquetas,7.56,3,0.2,2.646
Mesmo Dia,Consumidor,Homestead,Florida,33030,Sul,Itens de Escritório,Armazenamento,85.224,3,0.2,7.4571
Segunda Classe,Corporativo,La Porte,Indiana,46350,Central,Itens de Escritório,Envelopes,287.52,8,0.0,129.384
Segunda Classe,Corporativo,La Porte,Indiana,46350,Central,Itens de Escritório,Eletrodomésticos,37.68,2,0.0,10.5504
Segunda Classe,Corporativo,La Porte,Indiana,46350,Central,Itens de Escritório,Papel,19.98,2,0.0,8.991
Segunda Classe,Corporativo,La Porte,Indiana,46350,Central,Itens de Escritório,Arte,20.58,7,0.0,5.5566
Segunda Classe,Corporativo,La Porte,Indiana,46350,Central,Itens de Escritório,Ficharios,17.38,2,0.0,8.69
Classe Padrão,Consumidor,Los Angeles,California,90045,Oeste,Mobílias,Mobiliário,204.6,2,0.0,53.196
Classe Padrão,Consumidor,Los Angeles,California,90045,Oeste,Itens de Escritório,Fixadores,8.72,4,0.0,2.8776
Classe Padrão,Consumidor,Los Angeles,California,90045,Oeste,Itens de Escritório,Papel,6.48,1,0.0,3.1104
Classe Padrão,Consumidor,Los Angeles,California,90045,Oeste,Técnologia,Máquinas,686.32,2,0.2,223.054
Classe Padrão,Consumidor,Los Angeles,California,90045,Oeste,Itens de Escritório,Armazenamento,62.18,1,0.0,16.7886
Mesmo Dia,Consumidor,Lansing,Michigan,48911,Central,Itens de Escritório,Eletrodomésticos,644.076,2,0.1,107.346
Mesmo Dia,Consumidor,Lansing,Michigan,48911,Central,Itens de Escritório,Fixadores,5.84,2,0.0,2.628
Mesmo Dia,Consumidor,Lansing,Michigan,48911,Central,Itens de Escritório,Ficharios,12.76,2,0.0,5.8696
Mesmo Dia,Consumidor,Lansing,Michigan,48911,Central,Técnologia,Telefones,10.95,1,0.0,0.438
Mesmo Dia,Consumidor,Lansing,Michigan,48911,Central,Técnologia,Copiadoras,599.98,2,0.0,209.993
Classe Padrão,Corporativo,Cuyahoga Falls,Ohio,44221,Leste,Mobílias,Mobiliário,8.352,6,0.2,1.2528
Classe Padrão,Corporativo,Reno,Nevada,89502,Oeste,Itens de Escritório,Arte,3.64,2,0.0,1.638
Classe Padrão,Corporativo,Reno,Nevada,89502,Oeste,Itens de Escritório,Ficharios,159.768,7,0.2,53.9217
Primeira Classe,Home Office,Harrisonburg,Virginia,22801,Sul,Itens de Escritório,Armazenamento,122.48,2,0.0,0.0
Primeira Classe,Home Office,Harrisonburg,Virginia,22801,Sul,Mobílias,Mesas,2244.48,7,0.0,493.7856
Primeira Classe,Home Office,Harrisonburg,Virginia,22801,Sul,Itens de Escritório,Ficharios,62.31,3,0.0,29.2857
Primeira Classe,Home Office,Harrisonburg,Virginia,22801,Sul,Mobílias,Mesas,455.1,2,0.0,100.122
Segunda Classe,Corporativo,Los Angeles,California,90004,Oeste,Mobílias,Cadeiras,195.184,1,0.2,19.5184
Classe Padrão,Consumidor,Minneapolis,Minnesota,55407,Central,Itens de Escritório,Eletrodomésticos,362.94,3,0.0,90.735
Classe Padrão,Consumidor,Minneapolis,Minnesota,55407,Central,Itens de Escritório,Ficharios,11.54,2,0.0,5.77
Segunda Classe,Consumidor,Escondido,California,92025,Oeste,Itens de Escritório,Arte,53.94,3,0.0,15.6426
Classe Padrão,Home Office,New York City,New York,10035,Leste,Técnologia,Telefones,9.99,1,0.0,4.5954
Classe Padrão,Home Office,New York City,New York,10035,Leste,Itens de Escritório,Ficharios,125.76,3,0.2,40.872
Classe Padrão,Home Office,New York City,New York,10035,Leste,Itens de Escritório,Ficharios,25.32,5,0.2,9.1785
Classe Padrão,Consumidor,Jackson,Michigan,49201,Central,Itens de Escritório,Ficharios,46.8,4,0.0,21.06
Mesmo Dia,Consumidor,Seattle,Washington,98115,Oeste,Técnologia,Acessórios,447.93,9,0.0,49.2723
Segunda Classe,Consumidor,New York City,New York,10035,Leste,Mobílias,Mobiliário,109.48,2,0.0,33.9388
Segunda Classe,Consumidor,New York City,New York,10035,Leste,Itens de Escritório,Armazenamento,272.94,3,0.0,0.0
Segunda Classe,Consumidor,New York City,New York,10035,Leste,Itens de Escritório,Papel,19.44,3,0.0,9.3312
Segunda Classe,Consumidor,New York City,New York,10035,Leste,Itens de Escritório,Armazenamento,31.92,4,0.0,8.2992
Classe Padrão,Consumidor,Royal Oak,Michigan,48073,Central,Itens de Escritório,Papel,22.38,2,0.0,10.7424
Classe Padrão,Consumidor,Los Angeles,California,90008,Oeste,Itens de Escritório,Ficharios,16.52,5,0.2,5.5755
Classe Padrão,Consumidor,Bloomington,Illinois,61701,Central,Itens de Escritório,Ficharios,5.176,4,0.8,-7.764
Primeira Classe,Corporativo,New York City,New York,10035,Leste,Itens de Escritório,Ficharios,50.112,6,0.2,16.2864
Classe Padrão,Home Office,Concord,New Hampshire,3301,Leste,Itens de Escritório,Suprimentos,27.93,3,0.0,8.0997
Segunda Classe,Home Office,Los Angeles,California,90004,Oeste,Itens de Escritório,Etiquetas,11.56,4,0.0,5.4332
Classe Padrão,Consumidor,Rockville,Maryland,20852,Leste,Mobílias,Cadeiras,172.5,2,0.0,51.75
Classe Padrão,Consumidor,Rockville,Maryland,20852,Leste,Técnologia,Telefones,179.97,3,0.0,44.9925
Segunda Classe,Home Office,Houston,Texas,77070,Central,Técnologia,Acessórios,258.696,3,0.2,64.674
Classe Padrão,Consumidor,Lakewood,New Jersey,8701,Leste,Técnologia,Telefones,1322.93,7,0.0,357.1911
Classe Padrão,Consumidor,Lakewood,New Jersey,8701,Leste,Itens de Escritório,Arte,3.76,2,0.0,1.0904
Primeira Classe,Consumidor,Jacksonville,North Carolina,28540,Sul,Itens de Escritório,Envelopes,21.744,1,0.2,7.3386
Primeira Classe,Consumidor,Jacksonville,North Carolina,28540,Sul,Técnologia,Telefones,7.92,5,0.2,0.693
Classe Padrão,Corporativo,Seattle,Washington,98103,Oeste,Itens de Escritório,Ficharios,12.096,7,0.2,4.2336
Classe Padrão,Corporativo,Seattle,Washington,98103,Oeste,Itens de Escritório,Armazenamento,485.88,6,0.0,9.7176
Classe Padrão,Corporativo,Seattle,Washington,98103,Oeste,Itens de Escritório,Papel,25.92,4,0.0,12.4416
Classe Padrão,Corporativo,Seattle,Washington,98103,Oeste,Itens de Escritório,Armazenamento,197.58,2,0.0,53.3466
Segunda Classe,Home Office,Los Angeles,California,90036,Oeste,Itens de Escritório,Eletrodomésticos,81.92,4,0.0,22.1184
Segunda Classe,Home Office,Los Angeles,California,90036,Oeste,Técnologia,Telefones,889.536,8,0.2,66.7152
Segunda Classe,Home Office,Los Angeles,California,90036,Oeste,Mobílias,Cadeiras,892.224,3,0.2,89.2224
Segunda Classe,Home Office,Los Angeles,California,90036,Oeste,Itens de Escritório,Papel,223.92,4,0.0,109.7208
Segunda Classe,Home Office,Los Angeles,California,90036,Oeste,Itens de Escritório,Papel,23.12,4,0.0,11.3288
Mesmo Dia,Corporativo,Coral Springs,Florida,33065,Sul,Itens de Escritório,Papel,15.552,3,0.2,5.4432
Mesmo Dia,Corporativo,Coral Springs,Florida,33065,Sul,Mobílias,Mobiliário,15.712,4,0.2,2.5532
Mesmo Dia,Corporativo,Coral Springs,Florida,33065,Sul,Itens de Escritório,Armazenamento,24.672,2,0.2,2.1588
Mesmo Dia,Corporativo,Coral Springs,Florida,33065,Sul,Mobílias,Mobiliário,55.968,1,0.2,-2.0988
Classe Padrão,Consumidor,Houston,Texas,77041,Central,Técnologia,Acessórios,431.928,9,0.2,64.7892
Classe Padrão,Consumidor,Houston,Texas,77041,Central,Mobílias,Cadeiras,95.984,4,0.3,-4.1136
Classe Padrão,Consumidor,Houston,Texas,77041,Central,Itens de Escritório,Ficharios,1088.792,4,0.8,-1850.9464
Classe Padrão,Corporativo,Denver,Colorado,80219,Oeste,Mobílias,Cadeiras,544.008,3,0.2,40.8006
Classe Padrão,Corporativo,Denver,Colorado,80219,Oeste,Itens de Escritório,Ficharios,1.872,3,0.7,-1.4352
Classe Padrão,Corporativo,Denver,Colorado,80219,Oeste,Mobílias,Cadeiras,854.352,3,0.2,10.6794
Classe Padrão,Corporativo,Denver,Colorado,80219,Oeste,Itens de Escritório,Armazenamento,593.568,2,0.2,0.0
Classe Padrão,Corporativo,Denver,Colorado,80219,Oeste,Itens de Escritório,Armazenamento,338.04,3,0.2,-33.804
Primeira Classe,Consumidor,Charlotte,North Carolina,28205,Sul,Técnologia,Telefones,271.96,5,0.2,16.9975
Segunda Classe,Corporativo,New York City,New York,10009,Leste,Itens de Escritório,Armazenamento,11.21,1,0.0,3.363
Segunda Classe,Corporativo,New York City,New York,10009,Leste,Itens de Escritório,Ficharios,9.144,3,0.2,3.2004
Segunda Classe,Corporativo,New York City,New York,10009,Leste,Itens de Escritório,Fixadores,14.07,7,0.0,6.8943
Segunda Classe,Corporativo,New York City,New York,10009,Leste,Itens de Escritório,Arte,41.86,7,0.0,10.465
Segunda Classe,Corporativo,New York City,New York,10009,Leste,Itens de Escritório,Ficharios,8.544,2,0.2,2.8836
Segunda Classe,Corporativo,New York City,New York,10009,Leste,Mobílias,Estantes,579.136,4,0.2,21.7176
Classe Padrão,Corporativo,Philadelphia,Pennsylvania,19134,Leste,Mobílias,Cadeiras,141.372,2,0.3,-48.4704
Classe Padrão,Corporativo,Philadelphia,Pennsylvania,19134,Leste,Itens de Escritório,Ficharios,3.036,2,0.7,-2.3276
Classe Padrão,Corporativo,Philadelphia,Pennsylvania,19134,Leste,Itens de Escritório,Ficharios,4.503,1,0.7,-3.6024
Classe Padrão,Corporativo,Philadelphia,Pennsylvania,19134,Leste,Itens de Escritório,Arte,4.672,1,0.2,1.5768
Classe Padrão,Corporativo,Philadelphia,Pennsylvania,19134,Leste,Técnologia,Acessórios,95.88,3,0.2,28.764
Classe Padrão,Corporativo,Philadelphia,Pennsylvania,19134,Leste,Mobílias,Mobiliário,17.024,2,0.2,1.7024
Classe Padrão,Corporativo,Philadelphia,Pennsylvania,19134,Leste,Técnologia,Acessórios,258.696,3,0.2,64.674
